ID,Date,LicenseNo,FacilityID,FacilityName,Type,Street,City,State,LocationID,Reason,SectionViolations,RiskLevel,Geo_Loc,Inspection_Results
1.09991E+13,31-03-2013,2963,5303,5048,RESTAURANT,15420,id-11235901,id_1890134,81871,CANVASS RE-INSPECTION,,High,locid16416,4
4.04094E+13,01-08-2018,30723,11745,11153,RESTAURANT,7148,id-11235901,id_1890134,81904,CANVASS,,Medium,locid16101,6
1.18156E+13,18-11-2010,7535,5284,5031,RESTAURANT,6415,id-11235901,id_1890134,81884,CANVASS,32,High,locid11508,4
4.16413E+13,15-03-2018,32098,6613,6328,RESTAURANT,6492,id-11235901,id_1890134,81904,LICENSE RE-INSPECTION,3,High,locid16131,5
4.68271E+13,25-02-2013,1150,13753,13081,RESTAURANT,9573,id-11235901,id_1890134,81874,CANVASS,19,High,locid3109,1
1.70215E+13,10-05-2015,26101,947,810,RESTAURANT,15221,id-11235901,id_1890134,81879,LICENSE,11,High,locid13526,1
3.27112E+13,25-07-2013,22658,18586,17757,RESTAURANT,6431,id-11235901,id_1890134,81859,LICENSE,18,Medium,locid11612,1
3.01233E+13,21-07-2015,21526,22276,21298,RESTAURANT,9863,id-11235901,id_1890134,81858,CANVASS,,High,locid13385,3
1.21632E+13,18-03-2014,22139,23493,22409,RESTAURANT,16682,id-11235901,id_1890134,81894,CANVASS,34,High,locid1835,4
3.8921E+13,19-11-2014,13873,4047,3729,RESTAURANT,15644,id-11235901,id_1890134,81856,CANVASS RE-INSPECTION,32,Medium,locid8616,4
4.55383E+13,11-04-2012,17591,12827,12175,RESTAURANT,17760,id-11235901,id_1890134,81852,LICENSE,16,Low,locid7752,1
1.16538E+13,09-10-2014,16295,7316,6964,RESTAURANT,6632,id-11235901,id_1890134,81952,CANVASS,36,Medium,locid11559,4
1.05592E+13,24-05-2010,33752,11784,11193,RESTAURANT,16830,id-11235901,id_1890134,81865,CANVASS,32,High,locid1504,4
2.88339E+13,17-10-2013,19364,20858,19945,SCHOOL,4779,id-11235901,id_1890134,81857,CANVASS,38,Low,locid6513,4
3.3295E+13,23-08-2012,3750,5693,19234,RESTAURANT,5679,id-11235901,id_1890134,81859,CANVASS,,High,locid11326,6
4.17861E+13,29-03-2015,3234,23065,22003,RESTAURANT,14030,id-11235901,id_1890134,81904,CANVASS,,High,locid15685,6
2.56768E+13,24-07-2012,33498,1557,1404,BAKERY,4789,id-11235901,id_1890134,81867,CANVASS,30,High,locid8853,4
3.25108E+13,13-01-2009,10991,9362,8885,RESTAURANT,15995,id-11235901,id_1890134,81901,CANVASS,30,High,locid15472,4
1.46207E+13,10-08-2014,18764,24256,23141,CHILDREN'S SERVICES FACILITY,17300,id-11235901,id_1890134,81864,CANVASS,18,High,locid1262,1
3.54455E+13,02-03-2010,3458,16989,16215,RESTAURANT,2550,id-11235901,id_1890134,81859,CANVASS,,Medium,locid11261,6
1.96572E+13,02-03-2010,8732,3003,2812,RESTAURANT,6972,id-11235901,id_1890134,81892,CANVASS,30,High,locid10537,4
1.6102E+13,09-10-2018,10464,13091,12430,RESTAURANT,5616,id-11235901,id_1890134,81904,SHORT FORM COMPLAINT,3,High,locid16183,5
4.90365E+13,18-08-2014,6369,15644,14936,LIQUOR,13322,id-11235901,id_1890134,81886,COMPLAINT RE-INSPECTION,,Low,locid12345,4
4.40737E+13,05-04-2009,4506,18261,17449,RESTAURANT,14783,id-11235901,id_1890134,81855,CANVASS,32,High,locid8435,4
4.82647E+13,09-06-2013,21693,22618,21621,RESTAURANT,8682,id-11235901,id_1890134,81902,CANVASS,34,Medium,locid12849,4
4.8096E+13,08-04-2015,9894,18184,17378,RESTAURANT,3904,id-11235901,id_1890134,81858,CANVASS,30,High,locid13767,4
3.69694E+13,26-05-2009,35278,18998,25273,SCHOOL,5798,id-11235901,id_1890134,81898,CANVASS,34,High,locid4553,4
2.20238E+13,24-03-2013,20376,8977,16384,GROCERY STORE,1530,id-11235901,id_1890134,81857,CANVASS,,Low,locid6914,6
2.47753E+13,20-08-2013,35557,22483,21496,HOSPITAL,7077,id-11235901,id_1890134,81868,CANVASS,,High,locid5701,6
2.67027E+13,07-12-2016,19360,22406,21424,SCHOOL,7072,id-11235901,id_1890134,81853,CANVASS,18,High,locid4947,1
1.90754E+13,13-10-2015,25657,18704,17879,RESTAURANT,3559,id-11235901,id_1890134,81867,COMPLAINT,6,High,locid9508,1
4.60116E+13,14-07-2013,18378,7820,7435,RESTAURANT,11150,id-11235901,id_1890134,81863,CANVASS,18,High,locid13962,1
4.37757E+13,30-09-2014,20093,11044,10475,BAKERY,10295,id-11235901,id_1890134,81874,CANVASS,33,Medium,locid2765,4
3.13886E+13,14-07-2016,33471,24970,23839,RESTAURANT,8059,id-11235901,id_1890134,81849,CANVASS,11,High,locid6720,1
1.60676E+13,05-03-2014,22064,21493,20537,RESTAURANT,4288,id-11235901,id_1890134,81863,LICENSE,38,Medium,locid14180,4
1.54422E+13,17-05-2016,8918,11623,11034,RESTAURANT,14345,id-11235901,id_1890134,81905,CANVASS,30,High,locid15830,4
4.67942E+13,05-02-2014,7168,15160,18425,RESTAURANT,3927,id-11235901,id_1890134,81892,CANVASS,12,High,locid10491,1
2.18847E+13,06-02-2018,25601,9998,9484,RESTAURANT,12176,id-11235901,id_1890134,81889,CANVASS,3,Medium,locid7786,5
2.23728E+13,13-05-2015,6984,5357,5095,RESTAURANT,12964,id-11235901,id_1890134,81870,CANVASS,,High,locid15260,6
3.61907E+13,11-10-2015,24752,26507,25275,RESTAURANT,10769,id-11235901,id_1890134,81886,CANVASS,9,High,locid12451,1
4.49465E+13,06-03-2017,30022,13511,12847,DAYCARE (UNDER 2 YEARS),4339,id-11235901,id_1890134,81867,LICENSE RE-INSPECTION,,High,locid9435,4
1.38556E+13,21-11-2012,21076,11367,10789,GROCERY STORE,1173,id-11235901,id_1890134,81911,LICENSE,,Low,locid16551,4
1.46602E+13,13-05-2013,10105,318,293,RESTAURANT,15794,id-11235901,id_1890134,81952,CANVASS,8,High,locid9808,5
4.16143E+13,14-11-2012,21284,21561,20599,RESTAURANT,3947,id-11235901,id_1890134,81867,LICENSE RE-INSPECTION,35,High,locid9445,4
1.48288E+13,22-09-2014,33965,20514,19620,SCHOOL,4684,id-11235901,id_1890134,81857,CANVASS,32,High,locid6945,4
2.13441E+13,01-11-2018,9490,16035,15284,RESTAURANT,12287,id-11235901,id_1890134,81870,COMPLAINT,10,Medium,locid14944,5
1.46919E+13,21-09-2014,4575,18159,17354,DAYCARE (2 - 6 YEARS),14431,id-11235901,id_1890134,81857,CANVASS,,High,locid8355,6
2.69548E+13,08-12-2016,27381,26876,25639,SCHOOL,2867,id-11235901,id_1890134,81868,CANVASS,18,High,locid5892,1
3.15295E+13,09-05-2018,32613,9010,8545,RESTAURANT,10306,id-11235901,id_1890134,81868,LICENSE,3,High,locid5925,1
2.80923E+13,10-09-2009,1818,6810,6517,,3750,id-11235901,id_1890134,81854,CANVASS,,Low,locid3791,6
2.72302E+13,14-09-2014,10541,3389,3186,RESTAURANT,7972,id-11235901,id_1890134,81863,CANVASS,26,High,locid13710,1
1.8415E+13,30-07-2011,36875,24381,23259,DAYCARE COMBO 1586,12540,id-11235901,id_1890134,81861,CANVASS,32,High,locid4766,4
4.33237E+13,06-04-2016,20599,11708,11117,RESTAURANT,2231,id-11235901,id_1890134,81888,CANVASS,2,High,locid596,1
3.99075E+13,08-09-2010,36730,24772,23640,RESTAURANT,4679,id-11235901,id_1890134,81861,COMPLAINT RE-INSPECTION,14,High,locid5588,1
4.83262E+13,03-03-2014,15786,22897,21868,RESTAURANT,6767,id-11235901,id_1890134,81853,CANVASS,33,High,locid5416,4
2.97634E+13,03-11-2015,33481,9176,8697,RESTAURANT,9743,id-11235901,id_1890134,81879,CANVASS RE-INSPECTION,31,High,locid13237,4
4.33079E+13,06-08-2014,5634,27172,25930,RESTAURANT,10289,id-11235901,id_1890134,81874,SHORT FORM COMPLAINT,32,High,locid2154,4
1.73432E+13,01-03-2016,27780,5122,4881,RESTAURANT,3401,id-11235901,id_1890134,81846,COMPLAINT,33,High,locid7660,4
2.90961E+13,15-04-2012,17613,21934,20971,RESTAURANT,15666,id-11235901,id_1890134,81952,SHORT FORM FIRE-COMPLAINT,33,High,locid9817,4
1.92272E+13,01-07-2014,20837,14783,14066,CHILDREN'S SERVICES FACILITY,13554,id-11235901,id_1890134,81860,CANVASS,21,High,locid3557,5
3.69251E+13,17-09-2009,9810,22012,21039,RESTAURANT,1889,id-11235901,id_1890134,81848,CANVASS,,High,locid6965,4
3.38028E+13,14-12-2017,33538,4530,4332,RESTAURANT,7853,id-11235901,id_1890134,81879,CANVASS,3,High,locid12216,5
2.63926E+13,22-10-2012,34499,17112,16335,BANQUET,14155,id-11235901,id_1890134,81884,CANVASS,31,High,locid11696,4
3.74547E+13,11-09-2017,14619,14124,13444,RESTAURANT,1736,id-11235901,id_1890134,81859,CANVASS,3,High,locid11302,5
4.022E+13,13-04-2011,10468,4110,3907,RESTAURANT,4169,id-11235901,id_1890134,81892,CANVASS,,High,locid10647,1
4.8601E+13,22-04-2013,10798,1927,1745,RESTAURANT,14185,id-11235901,id_1890134,81882,CANVASS,34,High,locid3216,4
1.66139E+13,18-03-2015,9429,2735,2568,RESTAURANT,2454,id-11235901,id_1890134,81846,CANVASS,11,High,locid7984,5
2.64369E+13,18-12-2017,5407,19452,18583,RESTAURANT,13305,id-11235901,id_1890134,81901,CANVASS RE-INSPECTION,1,High,locid15374,5
1.73597E+13,16-08-2018,27875,7893,22655,RESTAURANT,6107,id-11235901,id_1890134,81877,CANVASS,3,High,locid3799,5
1.17509E+13,28-02-2013,19788,22020,21044,RESTAURANT,14750,id-11235901,id_1890134,81850,CANVASS RE-INSPECTION,,High,locid6522,4
3.88038E+13,17-09-2014,6374,14568,13869,RESTAURANT,13612,id-11235901,id_1890134,81875,CANVASS,32,High,locid15507,4
3.97191E+13,10-08-2017,15829,15177,14465,RESTAURANT,10911,id-11235901,id_1890134,81869,SHORT FORM COMPLAINT,38,High,locid7120,4
4.41334E+13,11-04-2013,4992,1726,1551,RESTAURANT,2760,id-11235901,id_1890134,81846,COMPLAINT,2,Medium,locid7597,1
2.71875E+13,30-03-2011,15137,4468,4258,CATERING,5810,id-11235901,id_1890134,81853,CANVASS,32,High,locid5947,4
2.04323E+13,29-09-2016,22874,14429,13742,CHILDREN'S SERVICES FACILITY,6907,id-11235901,id_1890134,81892,CANVASS,32,High,locid10083,4
1.91606E+13,06-12-2017,11431,5377,5114,RESTAURANT,15377,id-11235901,id_1890134,81882,CANVASS,,High,locid2602,6
4.63422E+13,02-09-2009,35170,15402,14678,RESTAURANT,751,id-11235901,id_1890134,81855,CANVASS,32,High,locid8288,4
1.24244E+13,11-04-2013,3496,18965,18130,GROCERY STORE,2625,id-11235901,id_1890134,81864,SHORT FORM COMPLAINT,,Medium,locid1205,4
1.1768E+13,16-09-2015,37163,24585,23461,RESTAURANT,17516,id-11235901,id_1890134,81856,CANVASS,22,High,locid9152,5
3.67007E+13,10-12-2013,2848,22949,21894,RESTAURANT,6740,id-11235901,id_1890134,81859,CANVASS,33,High,locid11676,4
4.17022E+13,25-02-2018,1044,25118,23975,RESTAURANT,13211,id-11235901,id_1890134,81884,CANVASS,,High,locid9876,3
2.69738E+13,17-02-2011,7836,19113,18270,RESTAURANT,7680,id-11235901,id_1890134,81868,COMPLAINT,33,High,locid4803,4
4.75929E+13,08-01-2018,33972,7786,7397,RESTAURANT,8611,id-11235901,id_1890134,81902,CANVASS,2,High,locid12812,5
4.06492E+13,16-07-2018,3921,3591,3386,RESTAURANT,12059,id-11235901,id_1890134,81870,CANVASS,3,High,locid14627,5
4.9139E+13,27-04-2016,33479,16947,16172,RESTAURANT,10181,id-11235901,id_1890134,81886,CANVASS RE-INSPECTION,,Medium,locid13460,4
1.8455E+13,16-01-2017,18372,13452,12790,RESTAURANT,15512,id-11235901,id_1890134,81859,CANVASS,30,High,locid11926,4
2.31139E+13,04-01-2011,15928,18505,17679,RESTAURANT,5361,id-11235901,id_1890134,81884,LICENSE,,High,locid10957,4
3.09952E+13,20-03-2011,36947,21930,4812,RESTAURANT,9957,id-11235901,id_1890134,81879,COMPLAINT,8,High,locid13322,1
2.37663E+13,13-02-2013,12038,12750,12101,RESTAURANT,11291,id-11235901,id_1890134,81898,COMPLAINT RE-INSPECTION,32,High,locid4346,4
3.76181E+13,25-05-2010,10229,8257,7846,RESTAURANT,10486,id-11235901,id_1890134,81863,CANVASS,32,High,locid13825,4
1.15527E+13,25-10-2010,5577,18958,18125,GROCERY STORE,4128,id-11235901,id_1890134,81881,CANVASS RE-INSPECTION,,Medium,locid2207,4
4.82274E+13,12-09-2012,37034,21349,20398,RESTAURANT,3201,id-11235901,id_1890134,81857,CANVASS,33,High,locid6384,4
2.31261E+13,01-02-2017,15817,7992,7591,GROCERY STORE,11580,id-11235901,id_1890134,81854,CANVASS,,Medium,locid4267,6
4.70316E+13,17-03-2014,21800,18948,18115,GROCERY STORE,5430,id-11235901,id_1890134,81857,COMPLAINT,19,High,locid7166,5
3.73813E+13,31-03-2016,18500,21679,20711,HOSPITAL,4960,id-11235901,id_1890134,81952,CANVASS,,High,locid10772,4
4.7866E+13,24-03-2014,4481,6352,6088,RESTAURANT,154,id-11235901,id_1890134,81885,CANVASS,32,High,locid15087,4
4.38251E+13,28-03-2018,22978,6736,4181,GOLDEN DINER,15138,id-11235901,id_1890134,81871,CANVASS RE-INSPECTION,,High,locid16330,4
2.39239E+13,19-06-2013,33577,20481,19586,RESTAURANT,7363,id-11235901,id_1890134,81851,CANVASS RE-INSPECTION,32,High,locid7200,4
2.49008E+13,22-09-2016,13774,5461,5202,SCHOOL,10108,id-11235901,id_1890134,81904,CANVASS,,High,locid15804,6
3.16559E+13,25-08-2010,15330,24342,23220,RESTAURANT,12117,id-11235901,id_1890134,81886,LICENSE RE-INSPECTION,,High,locid12418,4
4.62513E+13,08-04-2013,20740,16660,15905,MOBILE FOOD PREPARER,5274,id-11235901,id_1890134,81853,LICENSE RE-INSPECTION,9,Medium,locid5317,1
1.51133E+13,06-07-2014,24816,18917,18086,RESTAURANT,17743,id-11235901,id_1890134,81873,LICENSE,32,High,locid857,4
2.60671E+13,11-04-2010,5339,22801,21775,RESTAURANT,16169,id-11235901,id_1890134,81876,CANVASS,,High,locid16623,6
2.75045E+13,14-08-2016,33837,25003,23869,RESTAURANT,5923,id-11235901,id_1890134,81859,COMPLAINT RE-INSPECTION,18,Medium,locid11445,1
4.11705E+13,16-04-2018,32369,24609,23485,MOBILE FOOD PREPARER,5274,id-11235901,id_1890134,81853,LICENSE,,Medium,locid5317,4
2.97E+13,07-06-2015,5026,20180,19292,RESTAURANT,3553,id-11235901,id_1890134,81865,COMPLAINT,12,Medium,locid1093,5
2.67152E+13,24-03-2009,11741,15872,16384,RESTAURANT,4017,id-11235901,id_1890134,81859,LICENSE RE-INSPECTION,8,High,locid10628,1
4.22203E+13,20-11-2016,28245,3530,3326,RESTAURANT,8793,id-11235901,id_1890134,81902,CANVASS,32,High,locid12887,4
4.83326E+13,16-09-2015,22293,5156,13992,RESTAURANT,6233,id-11235901,id_1890134,81859,CANVASS RE-INSPECTION,32,Medium,locid11543,4
4.30007E+13,29-07-2009,1280,64,51,GROCERY STORE,2018,id-11235901,id_1890134,81855,CANVASS,33,High,locid9750,4
4.9084E+13,06-12-2015,10996,22897,21868,RESTAURANT,10998,id-11235901,id_1890134,81854,CANVASS,34,High,locid4431,4
3.3183E+13,06-05-2014,18433,16058,15314,RESTAURANT,4451,id-11235901,id_1890134,81861,COMPLAINT,6,Medium,locid4671,5
1.28539E+13,06-10-2015,4712,13007,12353,RESTAURANT,853,id-11235901,id_1890134,81898,CANVASS,33,Medium,locid4174,4
3.36125E+13,26-09-2013,15521,16012,14731,RESTAURANT,5271,id-11235901,id_1890134,81861,CANVASS,30,High,locid5341,4
1.79676E+13,08-03-2015,20981,6450,6173,SCHOOL,6014,id-11235901,id_1890134,81868,CANVASS,18,High,locid5146,1
1.54014E+13,06-09-2012,30725,12613,11976,SCHOOL,11038,id-11235901,id_1890134,81858,CANVASS RE-INSPECTION,,High,locid13972,4
1.43767E+13,06-05-2009,12021,27273,26030,RESTAURANT,1675,id-11235901,id_1890134,81906,CONSULTATION,,Medium,locid7485,4
1.30016E+13,18-01-2010,36073,23755,22661,RESTAURANT,6954,id-11235901,id_1890134,81863,COMPLAINT RE-INSPECTION,32,High,locid11880,4
3.48827E+13,25-09-2013,7175,13733,13063,GROCERY STORE,452,id-11235901,id_1890134,81862,CANVASS RE-INSPECTION,18,High,locid524,1
4.76411E+13,17-11-2010,9760,26170,499,GROCERY STORE,3200,id-11235901,id_1890134,81894,COMPLAINT RE-INSPECTION,41,Low,locid1767,4
3.07547E+13,27-03-2017,29979,2443,2274,RESTAURANT,5240,id-11235901,id_1890134,81849,LICENSE RE-INSPECTION,16,High,locid6791,4
2.34295E+13,02-02-2016,7232,24527,23406,RESTAURANT,14738,id-11235901,id_1890134,81891,CANVASS,30,High,locid15923,4
2.8259E+13,10-11-2015,21807,15651,14942,GROCERY STORE,7933,id-11235901,id_1890134,81853,SHORT FORM COMPLAINT,,High,locid4777,4
2.29447E+13,25-10-2015,33906,26193,25024,SCHOOL,15487,id-11235901,id_1890134,81882,CANVASS,34,High,locid16811,4
4.09158E+13,23-05-2012,34994,1123,981,LONG TERM CARE,12624,id-11235901,id_1890134,81902,CANVASS,32,High,locid12161,4
4.49177E+13,17-03-2014,22735,12000,11410,RESTAURANT,14228,id-11235901,id_1890134,81904,CANVASS,30,High,locid15738,4
2.60913E+13,08-09-2014,17886,3253,3046,RESTAURANT,10843,id-11235901,id_1890134,81899,COMPLAINT RE-INSPECTION,,High,locid8096,4
1.55636E+13,14-09-2015,33934,7347,6993,RESTAURANT,1508,id-11235901,id_1890134,81867,SHORT FORM COMPLAINT,18,Medium,locid9609,1
4.6785E+13,06-08-2013,8576,11024,10454,RESTAURANT,1173,id-11235901,id_1890134,81911,CANVASS,18,High,locid16551,1
4.57193E+13,21-11-2010,1595,24147,23025,GROCERY STORE,15383,id-11235901,id_1890134,81881,CANVASS,18,Medium,locid2575,1
3.81858E+13,20-01-2014,4484,5806,5537,RESTAURANT,12431,id-11235901,id_1890134,81884,CANVASS,,High,locid11744,6
4.76171E+13,20-03-2018,14644,15047,14335,RESTAURANT,397,id-11235901,id_1890134,81862,CANVASS,,High,locid565,6
3.69298E+13,02-08-2011,8830,23939,22830,,15033,id-11235901,id_1890134,81866,CANVASS,,Low,locid2780,6
4.81388E+13,19-08-2018,7871,7986,7586,RESTAURANT,13772,id-11235901,id_1890134,81874,SHORT FORM COMPLAINT,,High,locid3277,2
1.59801E+13,12-06-2013,8676,12500,11879,RESTAURANT,9249,id-11235901,id_1890134,81902,CANVASS,30,High,locid13113,4
3.68049E+13,13-01-2011,14877,5169,4929,SCHOOL,3722,id-11235901,id_1890134,81857,CANVASS,32,High,locid6292,4
1.29336E+13,29-08-2018,19040,13146,12482,DAYCARE ABOVE AND UNDER 2 YEARS,16489,id-11235901,id_1890134,81865,CANVASS RE-INSPECTION,3,High,locid1925,1
2.02941E+13,15-11-2017,24845,12346,11737,RESTAURANT,1075,id-11235901,id_1890134,81885,CANVASS,2,High,locid14399,5
3.63756E+13,24-07-2012,10449,13522,12860,RESTAURANT,6279,id-11235901,id_1890134,81861,SHORT FORM COMPLAINT,,High,locid5142,3
1.65381E+13,13-07-2016,36320,14532,13847,BAKERY,7040,id-11235901,id_1890134,81904,CANVASS,32,High,locid16188,4
3.50259E+13,07-12-2016,27885,26462,25250,CHILDREN'S SERVICES FACILITY,10018,id-11235901,id_1890134,81858,CANVASS,,High,locid13446,4
2.53657E+13,12-03-2009,8814,16983,16210,RESTAURANT,13033,id-11235901,id_1890134,81884,CANVASS,32,High,locid11729,4
2.49304E+13,31-03-2015,29514,10073,9560,RESTAURANT,3435,id-11235901,id_1890134,81859,CANVASS,18,High,locid10312,1
4.98002E+13,17-12-2013,33425,16691,15936,RESTAURANT,15062,id-11235901,id_1890134,81883,CANVASS,32,High,locid2635,4
3.81467E+13,08-10-2018,29968,21680,20712,RESTAURANT,5743,id-11235901,id_1890134,81861,CANVASS RE-INSPECTION,41,High,locid5241,4
4.59359E+13,07-06-2018,8903,13868,13185,RESTAURANT,15452,id-11235901,id_1890134,81874,CANVASS,3,High,locid2529,5
1.69049E+13,09-12-2013,23468,1253,1105,RESTAURANT,14730,id-11235901,id_1890134,81899,LICENSE,36,Medium,locid8433,4
4.66793E+13,25-09-2011,35857,20242,19353,LIQUOR,17476,id-11235901,id_1890134,81867,CANVASS,,Low,locid9954,6
4.19956E+13,03-06-2013,20011,19727,18853,RESTAURANT,3376,id-11235901,id_1890134,81853,CANVASS,30,High,locid5826,4
1.27396E+13,03-09-2018,32881,24311,23192,RESTAURANT,3482,id-11235901,id_1890134,81867,LICENSE,2,High,locid9454,1
3.58239E+13,19-09-2010,15529,25690,24528,RESTAURANT,1687,id-11235901,id_1890134,81852,LICENSE,,High,locid6291,4
3.0295E+13,14-03-2017,22760,12169,11578,DAYCARE ABOVE AND UNDER 2 YEARS,9410,id-11235901,id_1890134,81864,CANVASS,,High,locid2285,6
4.15403E+13,06-07-2016,26741,26507,25275,RESTAURANT,10795,id-11235901,id_1890134,81877,CANVASS RE-INSPECTION,34,High,locid4436,4
4.56327E+13,24-05-2015,35870,15867,15148,,4522,id-11235901,id_1890134,81857,CANVASS,,Low,locid8188,6
3.12349E+13,15-04-2015,23797,10550,10020,SCHOOL,12394,id-11235901,id_1890134,81860,CANVASS RE-INSPECTION,32,High,locid3929,4
4.48238E+13,21-10-2018,31424,9360,8883,RESTAURANT,13253,id-11235901,id_1890134,81886,CANVASS,,High,locid12351,3
3.00333E+13,01-03-2010,13820,17676,16884,RESTAURANT,11021,id-11235901,id_1890134,81854,LICENSE RE-INSPECTION,,High,locid4423,4
4.75658E+13,06-10-2014,11305,18222,17415,RESTAURANT,4573,id-11235901,id_1890134,81861,CANVASS RE-INSPECTION,34,High,locid5474,4
4.47868E+13,24-11-2009,33510,26665,25433,RESTAURANT,2667,id-11235901,id_1890134,81864,SHORT FORM COMPLAINT,32,Medium,locid1798,4
4.91867E+13,10-03-2010,1107,16927,16153,RESTAURANT,9335,id-11235901,id_1890134,81879,CANVASS,30,High,locid13054,4
4.05651E+13,19-10-2017,36537,7328,6976,RESTAURANT,15117,id-11235901,id_1890134,81867,COMPLAINT,49,Medium,locid8509,4
4.97278E+13,29-05-2014,11881,918,785,RESTAURANT,13731,id-11235901,id_1890134,81885,CANVASS RE-INSPECTION,34,High,locid15583,4
4.90244E+13,18-10-2017,31606,7347,6993,RESTAURANT,1173,id-11235901,id_1890134,81911,LICENSE,5,Medium,locid16551,5
2.51133E+13,11-05-2010,6732,25082,23940,RESTAURANT,968,id-11235901,id_1890134,81852,CANVASS RE-INSPECTION,,High,locid7210,4
1.19065E+13,06-12-2011,13265,7220,6861,GROCERY STORE,14394,id-11235901,id_1890134,81905,COMPLAINT,13,Medium,locid15847,1
2.41852E+13,25-05-2017,29702,11059,10488,RESTAURANT,4797,id-11235901,id_1890134,81859,COMPLAINT,30,High,locid10779,4
1.35531E+13,20-05-2012,12596,1487,1336,RESTAURANT,9452,id-11235901,id_1890134,81892,CANVASS,,High,locid9982,6
3.19964E+13,07-11-2017,18781,24713,23582,CHILDREN'S SERVICES FACILITY,5218,id-11235901,id_1890134,81882,CANVASS,1,High,locid3037,1
4.15568E+13,31-08-2016,18469,3558,3351,LONG TERM CARE,13710,id-11235901,id_1890134,81885,CANVASS,6,High,locid15578,1
1.3215E+13,28-02-2010,14214,20802,19895,RESTAURANT,6498,id-11235901,id_1890134,81904,LICENSE RE-INSPECTION,,High,locid16225,4
3.97005E+13,13-06-2010,1813,25577,24413,RESTAURANT,4819,id-11235901,id_1890134,81867,CANVASS,,High,locid8790,4
2.26439E+13,16-07-2012,19894,8196,7792,RESTAURANT,863,id-11235901,id_1890134,81899,LICENSE,,High,locid8125,4
1.14745E+13,28-07-2010,14614,21464,20504,RESTAURANT,11785,id-11235901,id_1890134,81884,LICENSE RE-INSPECTION,,High,locid11127,4
4.16653E+13,13-11-2017,25845,27078,25845,RESTAURANT,6435,id-11235901,id_1890134,81867,CANVASS,3,High,locid8803,5
4.12421E+13,28-01-2014,1986,19720,18846,RESTAURANT,6280,id-11235901,id_1890134,81861,CANVASS RE-INSPECTION,35,High,locid5133,4
2.57475E+13,10-11-2014,1507,17075,16299,RESTAURANT,4570,id-11235901,id_1890134,81856,CANVASS,,High,locid8465,3
1.07351E+13,23-01-2011,34603,3711,3496,,5979,id-11235901,id_1890134,81853,CANVASS,,Medium,locid5434,6
1.76277E+13,24-03-2014,36064,17961,18576,RESTAURANT,352,id-11235901,id_1890134,81900,COMPLAINT,35,High,locid534,4
2.36577E+13,19-04-2017,10517,17475,16689,RESTAURANT,2778,id-11235901,id_1890134,81868,CANVASS RE-INSPECTION,14,High,locid5903,1
2.42053E+13,13-12-2017,10405,11082,10512,RESTAURANT,14585,id-11235901,id_1890134,81864,CANVASS RE-INSPECTION,49,Medium,locid1749,4
2.15141E+13,30-08-2016,26816,20082,19187,SMOOTHIE BAR,14474,id-11235901,id_1890134,81905,CANVASS,6,Medium,locid15865,5
1.87655E+13,01-05-2018,2868,7928,7534,GROCERY STORE,17102,id-11235901,id_1890134,81897,CANVASS RE-INSPECTION,3,Medium,locid1332,5
4.58607E+13,28-09-2009,9984,9242,8764,RESTAURANT,4746,id-11235901,id_1890134,81868,CANVASS,18,High,locid5426,1
4.91765E+13,20-06-2013,1779,26434,25220,RESTAURANT,8849,id-11235901,id_1890134,81902,CANVASS,2,High,locid12916,5
1.37853E+13,18-05-2017,13114,11600,11011,GROCERY STORE,13465,id-11235901,id_1890134,81854,SHORT FORM COMPLAINT,,Medium,locid3532,4
4.72363E+13,22-08-2018,34637,8180,7771,SCHOOL,15681,id-11235901,id_1890134,81866,LICENSE,3,High,locid2459,5
4.94021E+13,18-01-2017,29937,25662,14874,GROCERY STORE,13047,id-11235901,id_1890134,81854,LICENSE,11,Low,locid3628,1
4.13984E+13,24-01-2016,5097,22897,21868,RESTAURANT,16677,id-11235901,id_1890134,81864,CANVASS,34,High,locid1794,4
3.27692E+13,26-08-2009,33896,9956,9440,RESTAURANT,5144,id-11235901,id_1890134,81851,SHORT FORM COMPLAINT,31,Medium,locid6834,4
1.16487E+13,14-12-2014,3867,18927,18095,GROCERY STORE,5752,id-11235901,id_1890134,81854,CANVASS,33,Medium,locid4532,4
2.38233E+13,07-01-2013,12258,19717,18790,RESTAURANT,1648,id-11235901,id_1890134,81855,SHORT FORM COMPLAINT,12,High,locid9661,1
1.6633E+13,21-09-2009,4367,19538,18664,DAYCARE COMBO 1586,14877,id-11235901,id_1890134,81898,CANVASS RE-INSPECTION,2,High,locid4193,1
1.09325E+13,09-01-2017,29604,23523,22439,RESTAURANT,17005,id-11235901,id_1890134,81850,LICENSE,2,High,locid6386,1
4.23351E+13,23-07-2011,17332,8490,8059,MOBILE FOOD DISPENSER,3440,id-11235901,id_1890134,81861,LICENSE,,Low,locid5785,4
3.15263E+13,02-01-2017,36833,5303,5048,RESTAURANT,5181,id-11235901,id_1890134,81859,CANVASS,18,High,locid10981,1
2.33454E+13,21-08-2017,29770,4968,18945,GROCERY STORE,9909,id-11235901,id_1890134,81874,LICENSE,,Low,locid2777,5
4.16203E+13,10-09-2013,12133,20927,20008,GROCERY STORE,8411,id-11235901,id_1890134,81863,CANVASS,,Medium,locid12729,6
4.15184E+13,10-02-2009,4498,23173,22103,GROCERY STORE,5441,id-11235901,id_1890134,81892,CANVASS,33,High,locid10985,4
